divide_id,elevation_mean,slope_mean,impervious_mean,aspect_c_mean,twi_dist_4,X,Y,gw_Coeff,gw_Zmax,gw_Expon,bexp_soil_layers_stag=1,bexp_soil_layers_stag=2,bexp_soil_layers_stag=3,bexp_soil_layers_stag=4,ISLTYP,IVGTYP,dksat_soil_layers_stag=1,dksat_soil_layers_stag=2,dksat_soil_layers_stag=3,dksat_soil_layers_stag=4,psisat_soil_layers_stag=1,psisat_soil_layers_stag=2,psisat_soil_layers_stag=3,psisat_soil_layers_stag=4,cwpvt,mfsno,mp,quartz_soil_layers_stag=1,quartz_soil_layers_stag=2,quartz_soil_layers_stag=3,quartz_soil_layers_stag=4,refkdt,slope,smcmax_soil_layers_stag=1,smcmax_soil_layers_stag=2,smcmax_soil_layers_stag=3,smcmax_soil_layers_stag=4,smcwlt_soil_layers_stag=1,smcwlt_soil_layers_stag=2,smcwlt_soil_layers_stag=3,smcwlt_soil_layers_stag=4,vcmx25
cat-502611,60.73116679448859,0.46685262952895085,3.464449720905564,177.10818776506505,"[{""v"":6.045,""frequency"":0.2489},{""v"":8.385,""frequency"":0.2489},{""v"":9.294,""frequency"":0.2489},{""v"":12.15,""frequency"":0.2533}]",-87.79207282702984,30.719042725562943,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,2.0610942367508765e-07,2.0610942367508765e-07,2.0610942367508765e-07,2.0610942367508765e-07,0.052722352814768524,0.052722352814768524,0.052722352814768524,0.052722352814768524,0.1353452386132668,2.0,9.816219701813358,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,2.9702320307758554,0.018633620027112486,0.4556022670470001,0.4556022670470001,0.4556022670470001,0.4556022670470001,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,63.82046487790951
cat-502653,57.77258007276793,0.588255795835552,1.2999396100230478,108.24380795349674,"[{""v"":3.012,""frequency"":0.25},{""v"":7.579,""frequency"":0.25},{""v"":8.62,""frequency"":0.25},{""v"":12.02,""frequency"":0.25}]",-87.80447263749863,30.700719772526806,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,7.233643111154928e-06,7.233643111154928e-06,7.233643111154928e-06,7.233643111154928e-06,0.02979912868262647,0.02979912868262647,0.02979912868262647,0.02979912868262647,0.14494684968803107,2.0,9.56009775785041,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,2.859670966259887,0.010911316654767463,0.45847841371313186,0.45847841371313186,0.45847841371313186,0.45847841371313186,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,65.31293085731608
cat-502612,49.6579586964732,0.7172642725599826,2.924149051369954,187.07973552358723,"[{""v"":4.607,""frequency"":0.2489},{""v"":7.842,""frequency"":0.2489},{""v"":8.637,""frequency"":0.2489},{""v"":12.42,""frequency"":0.2534}]",-87.79339950511263,30.669712644657857,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,2.488459493140699e-07,2.488459493140699e-07,2.488459493140699e-07,2.488459493140699e-07,0.027554603504263503,0.027554603504263503,0.027554603504263503,0.027554603504263503,0.13008127480247345,2.0,8.522657537041932,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,3.0073419424911294,0.011447343857104934,0.4533742584203986,0.4533742584203986,0.4533742584203986,0.4533742584203986,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,62.70094055875646
cat-502652,51.140085266107526,0.6652793764355616,11.120637968194915,116.09599218535648,"[{""v"":2.509,""frequency"":0.2568},{""v"":7.09,""frequency"":0.2432},{""v"":8.743,""frequency"":0.2432},{""v"":10.46,""frequency"":0.2568}]",-87.80529952026659,30.67525080804331,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,5.619602863171727e-06,5.619602863171727e-06,5.619602863171727e-06,5.619602863171727e-06,0.10533844586336591,0.10533844586336591,0.10533844586336591,0.10533844586336591,0.13346071297292644,2.0,8.522075005361037,0.600000023841858,0.600000023841858,0.600000023841858,0.600000023841858,2.9694326263053115,0.009217366770474345,0.45441439118467136,0.45441439118467136,0.45441439118467136,0.45441439118467136,0.0469999983906746,0.0469999983906746,0.0469999983906746,0.0469999983906746,62.5791725959167
cat-502651,52.02273372243267,0.6246433928780412,3.4875330532192415,189.49051878513973,"[{""v"":5.598,""frequency"":0.249},{""v"":8.165,""frequency"":0.249},{""v"":8.976,""frequency"":0.249},{""v"":12.52,""frequency"":0.2531}]",-87.77227942308494,30.661882027117535,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,7.243265319369242e-06,7.243265319369242e-06,7.243265319369242e-06,7.243265319369242e-06,0.059273154596146044,0.059273154596146044,0.059273154596146044,0.059273154596146044,0.12797604238019764,2.0,9.89541953257926,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,3.0528547113179707,0.024357946710806853,0.45346257878553414,0.45346257878553414,0.45346257878553414,0.45346257878553414,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,70.99239695976114
cat-502613,41.4825588330353,1.0079894143176802,0.9086551629481778,177.22976697033386,"[{""v"":4.064,""frequency"":0.2489},{""v"":7.682,""frequency"":0.2489},{""v"":8.939,""frequency"":0.2489},{""v"":13.1,""frequency"":0.2533}]",-87.81139352652217,30.62943328955689,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,1.2356853339556368e-07,1.2356853339556368e-07,1.2356853339556368e-07,1.2356853339556368e-07,0.015183179748020643,0.015183179748020643,0.015183179748020643,0.015183179748020643,0.13052387535572052,2.0,9.553435988193378,0.6808089696241926,0.6808089696241926,0.6808089696241926,0.6808089696241926,2.997497081756592,0.008784248493611813,0.42831411778079925,0.42831411778079925,0.42831411778079925,0.42831411778079925,0.03765646417570315,0.03765646417570315,0.03765646417570315,0.03765646417570315,65.83971809294142
cat-502649,46.24612268317378,0.706345057977859,4.033567737754914,80.25783792301067,"[{""v"":2.892,""frequency"":0.2469},{""v"":7.066,""frequency"":0.2469},{""v"":8.415,""frequency"":0.2469},{""v"":11.78,""frequency"":0.2593}]",-87.84440818196737,30.635885689649587,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,6.279511877736244e-06,6.279511877736244e-06,6.279511877736244e-06,6.279511877736244e-06,0.031142281020973495,0.031142281020973495,0.031142281020973495,0.031142281020973495,0.13992685633024685,2.0,8.401933840732003,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,2.907642082922883,0.01017097920463175,0.45670224069649623,0.45670224069649623,0.45670224069649623,0.45670224069649623,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,64.79751310199366
cat-502648,48.902440157734695,0.7184609346267677,16.61708927442115,151.47455629134043,"[{""v"":5.233,""frequency"":0.2522},{""v"":8.072,""frequency"":0.2478},{""v"":8.925,""frequency"":0.2478},{""v"":11.88,""frequency"":0.2522}]",-87.83743107564327,30.654330417191378,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,6.777967426992232e-06,6.777967426992232e-06,6.777967426992232e-06,6.777967426992232e-06,0.029203039521983068,0.029203039521983068,0.029203039521983068,0.029203039521983068,0.14780852301502348,2.0,8.79965366338528,0.6154733775178387,0.6154733775178387,0.6154733775178387,0.6154733775178387,2.8323247816663026,0.011333349869361608,0.4546922014615166,0.4546922014615166,0.4546922014615166,0.4546922014615166,0.04521089189890934,0.04521089189890934,0.04521089189890934,0.04521089189890934,53.22136725221788
cat-502650,49.331941563714516,0.8516961914019846,5.138657127906661,170.96855312756873,"[{""v"":4.242,""frequency"":0.2484},{""v"":7.862,""frequency"":0.2484},{""v"":8.751,""frequency"":0.2484},{""v"":12.5,""frequency"":0.2549}]",-87.81999259192341,30.658288482658957,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,4.52812399595846e-06,4.52812399595846e-06,4.52812399595846e-06,4.52812399595846e-06,0.04649617372744114,0.04649617372744114,0.04649617372744114,0.04649617372744114,0.13194717156592575,2.0,9.256556649211484,0.6000000238418578,0.6000000238418578,0.6000000238418578,0.6000000238418578,2.983896046121777,0.008994153051636226,0.45387887027556373,0.45387887027556373,0.45387887027556373,0.45387887027556373,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,52.53511102794305
cat-502614,36.97750386405797,1.06253916958646,3.109702777304346,139.10993781859156,"[{""v"":5.037,""frequency"":0.25},{""v"":7.941,""frequency"":0.25},{""v"":8.874,""frequency"":0.25},{""v"":13.08,""frequency"":0.25}]",-87.8139394658997,30.601175883537454,0.005,78.820152283,1.0,5.089874267578125,5.089874267578125,5.089874267578125,5.089874267578125,1,14,4.2688004352846975e-07,4.2688004352846975e-07,4.2688004352846975e-07,4.2688004352846975e-07,0.06969625759201184,0.06969625759201184,0.06969625759201184,0.06969625759201184,0.13052387535572052,2.0,10.751443685367173,0.833926814226632,0.833926814226632,0.833926814226632,0.833926814226632,2.9974970817565914,0.008784248493611813,0.3808279008737895,0.3808279008737895,0.3808279008737895,0.3808279008737895,0.01995221366092504,0.01995221366092504,0.01995221366092504,0.01995221366092504,75.06432271153774
cat-502647,47.47925452108485,0.3975390262620071,7.308191874151692,218.80633960450396,"[{""v"":3.172,""frequency"":0.2514},{""v"":7.63,""frequency"":0.2458},{""v"":8.933,""frequency"":0.2514},{""v"":11.42,""frequency"":0.2514}]",-87.76625733743512,30.61828546026713,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,4.419246300193543e-06,4.419246300193543e-06,4.419246300193543e-06,4.419246300193543e-06,0.019040431479205082,0.019040431479205082,0.019040431479205082,0.019040431479205082,0.12582393119512722,2.0,11.065488959330024,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,3.053153973954765,0.04612255071919898,0.4568300004765557,0.4568300004765557,0.4568300004765557,0.4568300004765557,0.046999998390674584,0.046999998390674584,0.046999998390674584,0.046999998390674584,63.16991656281727
cat-502645,46.96850969509164,0.5135798774189986,2.9580439268175707,160.06832020136778,"[{""v"":4.931,""frequency"":0.2527},{""v"":8.097,""frequency"":0.2473},{""v"":9.245,""frequency"":0.2473},{""v"":12.34,""frequency"":0.2527}]",-87.78042260899902,30.619848216134173,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,1.0067198969152612e-05,1.0067198969152612e-05,1.0067198969152612e-05,1.0067198969152612e-05,0.050954800295422306,0.050954800295422306,0.050954800295422306,0.050954800295422306,0.13046747473981518,2.0,10.544489740082389,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,2.9979596838155613,0.009270362563472008,0.45343129138449506,0.45343129138449506,0.45343129138449506,0.45343129138449506,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,77.3336419821566
cat-502646,38.24851339792016,0.788529035286799,0.09670557255948557,238.0391926795754,"[{""v"":5.247,""frequency"":0.2516},{""v"":8.053,""frequency"":0.2453},{""v"":9.111,""frequency"":0.2516},{""v"":13.09,""frequency"":0.2516}]",-87.79262947739655,30.59455936829198,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,7.574374645072629e-06,7.574374645072629e-06,7.574374645072629e-06,7.574374645072629e-06,0.03263437962736256,0.03263437962736256,0.03263437962736256,0.03263437962736256,0.13052387535572052,2.0,9.10755267032401,0.7258690107981328,0.7258690107981328,0.7258690107981328,0.7258690107981328,2.997497081756592,0.008784248493611813,0.41433971202436903,0.41433971202436903,0.41433971202436903,0.41433971202436903,0.03244639699365148,0.03244639699365148,0.03244639699365148,0.03244639699365148,69.82582562811481
cat-502615,31.187099092355606,0.8163239063290048,4.511016973535334,166.83604231917857,"[{""v"":4.275,""frequency"":0.252},{""v"":7.896,""frequency"":0.248},{""v"":9.043,""frequency"":0.248},{""v"":12.02,""frequency"":0.252}]",-87.8001314401843,30.568863026043438,0.005,78.820152283,1.0,5.089874267578125,5.089874267578125,5.089874267578125,5.089874267578125,1,3,1.271438630651726e-07,1.271438630651726e-07,1.271438630651726e-07,1.271438630651726e-07,0.015622489591233949,0.015622489591233949,0.015622489591233949,0.015622489591233949,0.13052387535572052,2.0,10.730463583102528,0.8390148989986005,0.8390148989986005,0.8390148989986005,0.8390148989986005,2.9974970817565922,0.008784248493611813,0.3792499404619884,0.3792499404619884,0.3792499404619884,0.3792499404619884,0.019363903868051126,0.019363903868051126,0.019363903868051126,0.019363903868051126,80.68403178579106
cat-502640,45.24741173946992,0.43386404251997424,8.458838086894781,222.65885718952015,"[{""v"":5.956,""frequency"":0.2487},{""v"":8.312,""frequency"":0.2487},{""v"":9.306,""frequency"":0.2487},{""v"":12.18,""frequency"":0.2539}]",-87.74677383270188,30.595730954538634,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,3,8.653487520479571e-06,8.653487520479571e-06,8.653487520479571e-06,8.653487520479571e-06,0.028806979674414982,0.028806979674414982,0.028806979674414982,0.028806979674414982,0.1280485370789285,2.0,12.140761644707702,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,3.017799990955523,0.030119064518164713,0.4558335396376275,0.4558335396376275,0.4558335396376275,0.4558335396376275,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,77.7695260031703
cat-502641,35.974588245827945,0.7623742149070646,1.2881473125564735,228.41045232952686,"[{""v"":7.265,""frequency"":0.2491},{""v"":8.17,""frequency"":0.2491},{""v"":9.173,""frequency"":0.2491},{""v"":12.22,""frequency"":0.2526}]",-87.77067144914639,30.56423782192175,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,1.031009581760984e-05,1.031009581760984e-05,1.031009581760984e-05,1.031009581760984e-05,0.03468901275450299,0.03468901275450299,0.03468901275450299,0.03468901275450299,0.13052387535572052,2.0,10.48982285856151,0.6374090913140259,0.6374090913140259,0.6374090913140259,0.6374090913140259,2.9974970817565922,0.008784248493611813,0.4417736596162097,0.4417736596162097,0.4417736596162097,0.4417736596162097,0.04267457502953,0.04267457502953,0.04267457502953,0.04267457502953,78.86377699999859
cat-502644,44.5943865262439,0.16973333405423638,11.966765978989546,134.81171958919546,"[{""v"":4.015,""frequency"":0.25},{""v"":8.45,""frequency"":0.25},{""v"":9.487,""frequency"":0.25},{""v"":11.64,""frequency"":0.25}]",-87.85240452363912,30.594991170064866,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,3,9.983845799337714e-07,9.983845799337714e-07,9.983845799337714e-07,9.983845799337714e-07,0.02047058957646701,0.02047058957646701,0.02047058957646701,0.02047058957646701,0.13723489654266854,2.0,12.309623547094095,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,2.933366482900776,0.009773974965191227,0.45574977203851474,0.45574977203851474,0.45574977203851474,0.45574977203851474,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,91.4501759953713
cat-502642,42.88908679129891,0.2818965164172082,9.42165947360178,167.5596938535392,"[{""v"":5.374,""frequency"":0.25},{""v"":8.609,""frequency"":0.25},{""v"":9.387,""frequency"":0.25},{""v"":11.62,""frequency"":0.25}]",-87.83598189409223,30.5910295357413,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,3,7.309095066466052e-06,7.309095066466052e-06,7.309095066466052e-06,7.309095066466052e-06,0.024331571810758856,0.024331571810758856,0.024331571810758856,0.024331571810758856,0.13052387535572052,2.0,12.355542324607757,0.6158974421590045,0.6158974421590045,0.6158974421590045,0.6158974421590045,2.997497081756592,0.008784248493611813,0.44844503642702566,0.44844503642702566,0.44844503642702566,0.44844503642702566,0.04516185942551506,0.04516185942551506,0.04516185942551506,0.04516185942551506,93.32842962181681
cat-502643,30.67916212013119,0.642033400088935,1.4198071834972907,96.83130249173021,"[{""v"":4.012,""frequency"":0.2544},{""v"":7.526,""frequency"":0.2456},{""v"":8.894,""frequency"":0.2456},{""v"":11.89,""frequency"":0.2544}]",-87.82035114985015,30.55601902912858,0.005,78.820152283,1.0,8.647313117980957,8.647313117980957,8.647313117980957,8.647313117980957,3,14,1.7758767188772205e-05,1.7758767188772205e-05,1.7758767188772205e-05,1.7758767188772205e-05,0.05911795033377223,0.05911795033377223,0.05911795033377223,0.05911795033377223,0.13052387535572052,2.0,10.997006893042435,0.7579647369393248,0.7579647369393248,0.7579647369393248,0.7579647369393248,2.997497081756592,0.008784248493611813,0.40438591064161145,0.40438591064161145,0.40438591064161145,0.40438591064161145,0.028735328714622685,0.028735328714622685,0.028735328714622685,0.028735328714622685,79.82332266575851
